entrada,respuesta,sentimiento_entrada,confianza_entrada,sentimiento_respuesta,confianza_respuesta
Estoy cansada de repetirlo.,"No soy tan frágil como parezco, solo un poco sensible.",NEG,0.61,POS,0.63
No es tan fácil como parece.,"No soy tan frágil como parezco, solo un poco sensible.",POS,0.7,POS,0.83
Estoy cansada de repetirlo.,"Está bien… gracias, supongo. ¡No te emociones!",NEU,0.69,NEU,0.66
Siento que voy a explotar...,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.72,POS,0.82
No es tan fácil como parece.,"No es que me duela, ¡solo me incomoda tu actitud!",NEU,0.65,POS,0.91
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.58,NEU,0.65
¡Déjame en paz un rato!,"Ay, cállate un poco, que me haces sonrojar.",NEG,0.63,POS,0.57
No estoy de humor para tus bromas.,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.9,NEG,0.54
¡Ya basta! No quiero hablar de eso.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.72,NEU,0.87
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",POS,0.88,NEG,0.96
¿Crees que estoy exagerando?,No me malinterpretes… ¡pero aprecio que preguntes!,POS,0.79,NEU,0.65
¿Qué se supone que quieres de mí?,"No soy tan frágil como parezco, solo un poco sensible.",POS,0.99,NEG,0.72
¿Qué se supone que quieres de mí?,No me malinterpretes… ¡pero aprecio que preguntes!,POS,0.99,NEU,0.62
¿Crees que estoy exagerando?,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEU,0.8,NEU,0.85
¿Crees que estoy exagerando?,"Ay, cállate un poco, que me haces sonrojar.",POS,0.83,NEU,0.61
¡No me gusta cuando me miras así!,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEG,0.74,NEG,0.78
¿Por qué no entiendes que me siento mal?,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEU,0.71,NEG,0.75
¿Por qué insistes tanto?,"¿Exagerando? ¡N-no es así, tonto!",NEG,0.68,NEG,0.71
"No es que me importe, pero...","No soy tan frágil como parezco, solo un poco sensible.",NEG,0.68,NEU,0.91
No estoy de humor para tus bromas.,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.54,NEU,0.68
Estoy cansada de repetirlo.,Me pones en un aprieto… ¡pero no te emociones!,POS,0.61,NEU,0.78
Estoy cansada de repetirlo.,"¿Exagerando? ¡N-no es así, tonto!",POS,0.75,NEU,0.8
¡Ya basta! No quiero hablar de eso.,Me pones nerviosa… ¡pero no finjas que no te importa!,POS,0.71,NEG,0.51
¡¿Por qué me miras tanto?!,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEG,0.73,POS,0.63
¡Déjame en paz un rato!,"Está bien… gracias, supongo. ¡No te emociones!",POS,0.75,NEU,0.72
No te me acerques tanto...,"Ay, cállate un poco, que me haces sonrojar.",POS,0.9,NEG,0.8
No te me acerques tanto...,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEU,0.96,POS,0.86
¡Déjame en paz un rato!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEU,0.96,NEU,0.88
¡No me gusta cuando me miras así!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.66,NEG,0.72
Siento que voy a explotar...,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEG,0.95,POS,0.7
¡No sé cómo reaccionar ante esto!,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEU,0.78,POS,0.7
¿Crees que estoy exagerando?,No es que me esfuerce pensando en ti… pero algo me molesta.,NEU,0.86,NEG,0.88
No te me acerques tanto...,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.64,POS,0.88
¡No sé cómo reaccionar ante esto!,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.55,POS,0.58
Estoy cansada de repetirlo.,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEG,0.88,POS,0.67
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.79,POS,0.91
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.88,NEG,0.94
¡No me gusta cuando me miras así!,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",POS,0.64,POS,0.88
¡Ya basta! No quiero hablar de eso.,"No soy tan frágil como parezco, solo un poco sensible.",NEG,0.53,NEU,0.59
¿Qué se supone que quieres de mí?,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEU,0.7,NEU,0.86
No estoy de humor para tus bromas.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEG,0.88,NEG,0.96
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.67,POS,0.98
No te me acerques tanto...,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.61,POS,0.68
¿Por qué no entiendes que me siento mal?,"¡¿Por qué?! ¡No me mires así, pervertido/a!",NEG,0.68,NEU,0.63
¿Por qué insistes tanto?,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.74,POS,0.98
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.66,POS,0.94
"No es que me importe, pero...","Ay, cállate un poco, que me haces sonrojar.",NEU,0.54,NEU,0.65
¡No sé cómo reaccionar ante esto!,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEU,0.61,NEU,0.5
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.5,NEG,1.0
¡Déjame en paz un rato!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.82,POS,0.7
¿Por qué insistes tanto?,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEG,0.69,NEG,0.97
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.53,NEG,0.73
¡¿Por qué me miras tanto?!,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",POS,0.65,POS,0.95
¡¿Por qué me miras tanto?!,"Tch, me estoy cansando de tus preguntas...",NEU,0.94,NEG,0.69
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.85,NEU,0.97
¿Crees que estoy exagerando?,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.83,NEG,0.6
¡Déjame en paz un rato!,"Ay, cállate un poco, que me haces sonrojar.",NEG,0.66,NEU,0.83
¡Ya basta! No quiero hablar de eso.,"Tch, me estoy cansando de tus preguntas...",NEU,0.71,NEG,0.73
Estoy cansada de repetirlo.,"No es que me duela, ¡solo me incomoda tu actitud!",NEU,0.96,POS,0.5
Siento que voy a explotar...,"Está bien… gracias, supongo. ¡No te emociones!",POS,0.82,NEG,0.73
¿Crees que estoy exagerando?,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",POS,0.81,NEU,0.7
¡No me gusta cuando me miras así!,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEU,0.51,NEG,0.87
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.73,NEG,0.61
¡No sé cómo reaccionar ante esto!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.85,NEG,0.84
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEU,0.82,NEG,0.6
¿Crees que estoy exagerando?,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEU,0.63,POS,0.9
"No es que me importe, pero...","¿Exagerando? ¡N-no es así, tonto!",NEU,0.58,POS,0.71
¡Déjame en paz un rato!,Me pones nerviosa… ¡pero no finjas que no te importa!,POS,0.86,POS,0.71
¡¿Por qué me miras tanto?!,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,POS,0.9,NEG,0.58
No te me acerques tanto...,"No soy tan frágil como parezco, solo un poco sensible.",POS,0.99,NEU,0.95
¡Déjame en paz un rato!,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.63,NEG,0.68
¡¿Por qué me miras tanto?!,Me pones en un aprieto… ¡pero no te emociones!,NEG,0.92,NEU,0.69
Siento que voy a explotar...,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEU,0.96,POS,0.52
¿Qué se supone que quieres de mí?,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEG,0.93,POS,0.87
"No es que me importe, pero...",¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEG,0.63,NEG,0.96
No es tan fácil como parece.,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,POS,0.85,NEU,0.89
¡Ya basta! No quiero hablar de eso.,"¡¿Por qué?! ¡No me mires así, pervertido/a!",NEU,0.94,NEU,0.7
¿Crees que estoy exagerando?,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEG,0.71,NEG,0.61
¿Por qué insistes tanto?,"¿Exagerando? ¡N-no es así, tonto!",POS,0.73,POS,0.59
¡No sé cómo reaccionar ante esto!,"Tch, me estoy cansando de tus preguntas...",NEU,0.75,NEU,0.91
¡No me gusta cuando me miras así!,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.75,NEG,0.78
¡Déjame en paz un rato!,No me malinterpretes… ¡pero aprecio que preguntes!,POS,0.64,POS,0.72
¡¿Por qué me miras tanto?!,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEU,0.79,POS,0.87
¿Qué se supone que quieres de mí?,"No es que me duela, ¡solo me incomoda tu actitud!",POS,0.83,NEU,0.63
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.67,POS,0.52
¡Déjame en paz un rato!,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.66,POS,0.73
Siento que voy a explotar...,"Solo soy un poco dramática, no finjas que no te he dicho nada.",POS,0.68,NEU,0.84
No es tan fácil como parece.,No me malinterpretes… ¡pero aprecio que preguntes!,NEU,0.86,POS,0.66
¿Crees que estoy exagerando?,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.58,POS,0.58
¡Ya basta! No quiero hablar de eso.,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEG,0.8,POS,0.74
¡No me gusta cuando me miras así!,"No es que me duela, ¡solo me incomoda tu actitud!",NEU,0.64,POS,0.6
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEU,0.85,POS,0.51
No es tan fácil como parece.,"No soy tan frágil como parezco, solo un poco sensible.",POS,0.74,NEG,0.98
¡No me gusta cuando me miras así!,"Tch, me estoy cansando de tus preguntas...",NEU,0.66,POS,0.65
No es tan fácil como parece.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.72,NEG,0.56
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.87,POS,0.56
¡No sé cómo reaccionar ante esto!,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEG,0.67,NEG,0.91
No es tan fácil como parece.,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.81,NEG,0.88
¡¿Por qué me miras tanto?!,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",POS,0.55,POS,0.72
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.75,POS,0.85
Siento que voy a explotar...,Me pones nerviosa… ¡pero no finjas que no te importa!,NEG,0.74,NEU,0.89
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.67,NEU,0.74
No es tan fácil como parece.,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.62,POS,0.67
¡¿Por qué me miras tanto?!,¡Tú también eres un poco raro! ¡No te preocupes por mí!,POS,0.59,NEG,0.98
No te me acerques tanto...,"No soy tan frágil como parezco, solo un poco sensible.",NEG,0.84,NEG,0.88
¡¿Por qué me miras tanto?!,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEU,0.79,NEG,0.54
Siento que voy a explotar...,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEU,0.6,POS,0.54
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.77,NEG,0.81
¿Qué se supone que quieres de mí?,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.94,POS,0.73
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.54,NEU,0.78
"No es que me importe, pero...","¿Molestarte? ¡No seas dramático, pero cállate ya!",NEU,0.71,NEG,0.75
No es tan fácil como parece.,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.57,NEG,0.67
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.5,NEG,0.96
No te me acerques tanto...,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.62,NEG,0.52
¡No me gusta cuando me miras así!,"No soy tan frágil como parezco, solo un poco sensible.",POS,0.8,NEU,1.0
Siento que voy a explotar...,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.7,POS,0.94
¿Qué se supone que quieres de mí?,"Ay, cállate un poco, que me haces sonrojar.",NEU,0.9,NEU,0.91
¿Qué se supone que quieres de mí?,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEU,0.55,POS,0.77
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.59,POS,0.74
No estoy de humor para tus bromas.,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEG,0.82,NEG,0.78
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.95,NEG,0.91
¿Crees que estoy exagerando?,"No soy tan frágil como parezco, solo un poco sensible.",NEG,0.81,POS,0.93
¡No sé cómo reaccionar ante esto!,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEU,0.7,POS,0.51
No estoy de humor para tus bromas.,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.64,NEG,0.56
No te me acerques tanto...,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.83,POS,0.54
No estoy de humor para tus bromas.,"No es que me duela, ¡solo me incomoda tu actitud!",NEG,0.8,NEU,0.63
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.56,POS,0.79
No te me acerques tanto...,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.53,NEU,0.9
¡Ya basta! No quiero hablar de eso.,"Ay, cállate un poco, que me haces sonrojar.",POS,0.6,POS,0.58
Estoy cansada de repetirlo.,"Ay, cállate un poco, que me haces sonrojar.",POS,0.87,POS,0.96
"No es que me importe, pero...","Está bien… gracias, supongo. ¡No te emociones!",NEG,0.9,POS,0.91
No te me acerques tanto...,Me pones en un aprieto… ¡pero no te emociones!,NEG,0.58,NEG,0.81
¿Qué se supone que quieres de mí?,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEG,0.56,NEG,0.68
Estoy cansada de repetirlo.,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.77,POS,0.54
¿Por qué no entiendes que me siento mal?,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.62,NEU,0.69
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.51,NEU,0.79
¡Ya basta! No quiero hablar de eso.,"Tch, me estoy cansando de tus preguntas...",NEU,0.84,NEU,0.52
¡¿Por qué me miras tanto?!,"¿Exagerando? ¡N-no es así, tonto!",POS,0.51,POS,0.95
Estoy cansada de repetirlo.,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,POS,0.91,POS,0.93
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.84,NEG,0.74
¡Ya basta! No quiero hablar de eso.,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEG,0.54,POS,0.87
¡No me gusta cuando me miras así!,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,POS,0.6,NEG,0.58
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.95,NEU,0.75
No es tan fácil como parece.,"Ay, cállate un poco, que me haces sonrojar.",NEG,0.93,NEU,0.81
"No es que me importe, pero...","¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.86,NEU,0.65
"No es que me importe, pero...","¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.84,NEU,0.69
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.74,NEU,0.98
¡¿Por qué me miras tanto?!,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.67,POS,0.85
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.76,POS,0.79
No es tan fácil como parece.,"Está bien… gracias, supongo. ¡No te emociones!",NEU,0.9,NEG,0.56
¿Por qué no entiendes que me siento mal?,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",POS,0.83,NEU,0.54
Siento que voy a explotar...,"¿Exagerando? ¡N-no es así, tonto!",NEG,0.64,NEG,0.82
¡No me gusta cuando me miras así!,"¿Exagerando? ¡N-no es así, tonto!",NEU,0.89,NEG,0.62
No te me acerques tanto...,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEG,0.92,NEG,0.84
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.76,NEU,0.59
¡Déjame en paz un rato!,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.8,POS,0.86
¡Ya basta! No quiero hablar de eso.,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",POS,0.68,POS,0.82
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.74,NEG,0.58
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.62,NEG,0.92
Siento que voy a explotar...,"¡¿Por qué?! ¡No me mires así, pervertido/a!",POS,0.59,NEG,0.62
¿Qué se supone que quieres de mí?,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",POS,0.75,NEG,0.99
"No es que me importe, pero...","Ay, cállate un poco, que me haces sonrojar.",NEG,0.97,NEU,0.69
Siento que voy a explotar...,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEG,0.68,NEG,0.6
No te me acerques tanto...,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEG,0.89,POS,0.52
¿Crees que estoy exagerando?,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEU,0.76,POS,0.91
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.63,NEU,0.8
Siento que voy a explotar...,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEU,0.61,NEG,0.89
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.66,NEU,0.81
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEU,1.0,NEU,0.53
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.65,NEG,0.54
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",POS,0.81,NEG,0.79
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEU,0.77,POS,0.76
¡Ya basta! No quiero hablar de eso.,"Solo soy un poco dramática, no finjas que no te he dicho nada.",POS,0.58,NEG,0.7
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",POS,0.78,NEG,0.77
¡Déjame en paz un rato!,"Ay, cállate un poco, que me haces sonrojar.",NEU,0.78,NEG,0.98
¿Por qué no entiendes que me siento mal?,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEU,0.63,POS,0.73
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.62,POS,0.87
Estoy cansada de repetirlo.,Me pones en un aprieto… ¡pero no te emociones!,POS,0.51,NEG,0.59
¡No sé cómo reaccionar ante esto!,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEU,0.78,POS,0.89
No es tan fácil como parece.,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.62,NEG,0.8
"No es que me importe, pero...","¿Exagerando? ¡N-no es así, tonto!",NEU,0.64,NEU,0.97
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.95,NEG,0.98
